email_id,ground_truth,prediction,match
email_086,GENERAL,GENERAL,True
email_087,INVOICE_QUERY,INVOICE_QUERY,True
email_088,BL_COMPARISON,BL_COMPARISON,True
email_089,GENERAL,GENERAL,True
email_090,BL_COMPARISON,BL_COMPARISON,True
email_091,BL_COMPARISON,BL_COMPARISON,True
email_092,BL_COMPARISON,BL_COMPARISON,True
email_093,SI_REQUEST,SI_REQUEST,True
email_094,SI_REQUEST,SI_REQUEST,True
email_095,BL_COMPARISON,BL_COMPARISON,True
email_096,BL_COMPARISON,BL_COMPARISON,True
email_097,BL_COMPARISON,BL_COMPARISON,True
email_098,GENERAL,GENERAL,True
email_099,INVOICE_QUERY,INVOICE_QUERY,True
email_100,BL_COMPARISON,BL_COMPARISON,True
email_101,SI_REQUEST,SI_REQUEST,True
email_102,INVOICE_QUERY,INVOICE_QUERY,True
email_103,SI_REQUEST,SI_REQUEST,True
email_104,INVOICE_QUERY,INVOICE_QUERY,True
email_105,BL_COMPARISON,BL_COMPARISON,True
email_106,SI_REQUEST,SI_REQUEST,True
email_107,BL_COMPARISON,BL_COMPARISON,True
email_108,INVOICE_QUERY,INVOICE_QUERY,True
email_109,BL_COMPARISON,BL_COMPARISON,True
email_110,SI_REQUEST,SI_REQUEST,True
email_111,BL_COMPARISON,BL_COMPARISON,True
email_112,INVOICE_QUERY,INVOICE_QUERY,True
email_113,BL_COMPARISON,BL_COMPARISON,True
email_114,BL_COMPARISON,BL_COMPARISON,True
email_115,INVOICE_QUERY,INVOICE_QUERY,True
email_116,SPAM,SPAM,True
email_117,GENERAL,GENERAL,True
email_118,BL_COMPARISON,BL_COMPARISON,True
email_119,BL_COMPARISON,BL_COMPARISON,True
email_120,SI_REQUEST,SI_REQUEST,True
email_121,BL_COMPARISON,BL_COMPARISON,True
email_122,SI_REQUEST,SI_REQUEST,True
email_123,SPAM,SPAM,True
email_124,SI_REQUEST,SI_REQUEST,True
email_125,SI_REQUEST,SI_REQUEST,True
email_126,GENERAL,GENERAL,True
email_127,SI_REQUEST,SI_REQUEST,True
email_128,BL_COMPARISON,BL_COMPARISON,True
email_129,BL_COMPARISON,BL_COMPARISON,True
email_130,SI_REQUEST,SI_REQUEST,True
email_131,SI_REQUEST,SI_REQUEST,True
email_132,BL_COMPARISON,BL_COMPARISON,True
email_133,BL_COMPARISON,BL_COMPARISON,True
email_134,SPAM,SPAM,True
email_135,SI_REQUEST,SI_REQUEST,True
email_136,BL_COMPARISON,BL_COMPARISON,True
email_137,SI_REQUEST,SI_REQUEST,True
email_138,SI_REQUEST,SI_REQUEST,True
email_139,INVOICE_QUERY,INVOICE_QUERY,True
email_140,SPAM,SPAM,True
email_141,BL_COMPARISON,BL_COMPARISON,True
email_142,GENERAL,GENERAL,True
email_143,BL_COMPARISON,BL_COMPARISON,True
email_144,BL_COMPARISON,BL_COMPARISON,True
email_145,BL_COMPARISON,BL_COMPARISON,True
email_146,BL_COMPARISON,BL_COMPARISON,True
email_147,GENERAL,GENERAL,True
email_148,SI_REQUEST,SI_REQUEST,True
email_149,SI_REQUEST,SI_REQUEST,True
email_150,SPAM,SPAM,True
email_151,SI_REQUEST,SI_REQUEST,True
email_152,BL_COMPARISON,BL_COMPARISON,True
email_153,GENERAL,GENERAL,True
email_154,SI_REQUEST,SI_REQUEST,True
email_155,INVOICE_QUERY,INVOICE_QUERY,True
email_156,SPAM,SPAM,True
email_157,SI_REQUEST,SI_REQUEST,True
email_158,BL_COMPARISON,BL_COMPARISON,True
email_159,GENERAL,GENERAL,True
email_160,BL_COMPARISON,BL_COMPARISON,True
email_161,BL_COMPARISON,BL_COMPARISON,True
email_162,SI_REQUEST,SI_REQUEST,True
email_163,SI_REQUEST,SI_REQUEST,True
email_164,SI_REQUEST,SI_REQUEST,True
email_165,INVOICE_QUERY,INVOICE_QUERY,True
email_166,SI_REQUEST,SI_REQUEST,True
email_167,BL_COMPARISON,BL_COMPARISON,True
email_168,SI_REQUEST,SI_REQUEST,True
email_169,INVOICE_QUERY,INVOICE_QUERY,True
email_170,INVOICE_QUERY,INVOICE_QUERY,True
email_171,BL_COMPARISON,BL_COMPARISON,True
email_172,SI_REQUEST,SI_REQUEST,True
email_173,GENERAL,GENERAL,True
email_174,BL_COMPARISON,BL_COMPARISON,True
email_175,BL_COMPARISON,BL_COMPARISON,True
email_176,BL_COMPARISON,BL_COMPARISON,True
email_177,SI_REQUEST,SI_REQUEST,True
email_178,BL_COMPARISON,BL_COMPARISON,True
email_179,INVOICE_QUERY,INVOICE_QUERY,True
email_180,SPAM,SPAM,True
email_181,SI_REQUEST,SI_REQUEST,True
email_182,BL_COMPARISON,BL_COMPARISON,True
email_183,SI_REQUEST,SI_REQUEST,True
email_184,SPAM,SPAM,True
email_185,GENERAL,GENERAL,True
email_186,BL_COMPARISON,BL_COMPARISON,True
email_187,BL_COMPARISON,BL_COMPARISON,True
email_188,SPAM,SPAM,True
email_189,BL_COMPARISON,BL_COMPARISON,True
email_190,BL_COMPARISON,BL_COMPARISON,True
email_191,INVOICE_QUERY,INVOICE_QUERY,True
email_192,SI_REQUEST,SI_REQUEST,True
email_193,SI_REQUEST,SI_REQUEST,True
email_194,GENERAL,GENERAL,True
email_195,BL_COMPARISON,BL_COMPARISON,True
email_196,SI_REQUEST,SI_REQUEST,True
email_197,BL_COMPARISON,BL_COMPARISON,True
email_198,BL_COMPARISON,BL_COMPARISON,True
email_199,BL_COMPARISON,BL_COMPARISON,True
email_200,GENERAL,GENERAL,True
email_201,SI_REQUEST,SI_REQUEST,True
email_202,SI_REQUEST,SI_REQUEST,True
email_203,INVOICE_QUERY,INVOICE_QUERY,True
email_204,SPAM,SPAM,True
email_205,SI_REQUEST,SI_REQUEST,True
email_206,SPAM,SPAM,True
email_207,BL_COMPARISON,BL_COMPARISON,True
email_208,BL_COMPARISON,BL_COMPARISON,True
email_209,SI_REQUEST,SI_REQUEST,True
email_210,BL_COMPARISON,BL_COMPARISON,True
email_211,INVOICE_QUERY,INVOICE_QUERY,True
email_212,INVOICE_QUERY,INVOICE_QUERY,True
email_213,GENERAL,GENERAL,True
email_214,SI_REQUEST,SI_REQUEST,True
email_215,SPAM,SPAM,True
email_216,INVOICE_QUERY,INVOICE_QUERY,True
email_217,SI_REQUEST,SI_REQUEST,True
email_218,GENERAL,GENERAL,True
email_219,GENERAL,GENERAL,True
email_220,BL_COMPARISON,BL_COMPARISON,True
email_221,SI_REQUEST,SI_REQUEST,True
email_222,SPAM,SPAM,True
email_223,BL_COMPARISON,BL_COMPARISON,True
email_224,INVOICE_QUERY,INVOICE_QUERY,True
email_225,BL_COMPARISON,BL_COMPARISON,True
email_226,SPAM,SPAM,True
email_227,BL_COMPARISON,BL_COMPARISON,True
email_228,SI_REQUEST,SI_REQUEST,True
email_229,BL_COMPARISON,BL_COMPARISON,True
email_230,GENERAL,GENERAL,True
email_231,SPAM,SPAM,True
email_232,GENERAL,GENERAL,True
email_233,SI_REQUEST,SI_REQUEST,True
email_234,GENERAL,GENERAL,True
email_235,BL_COMPARISON,BL_COMPARISON,True
email_236,INVOICE_QUERY,INVOICE_QUERY,True
email_237,BL_COMPARISON,BL_COMPARISON,True
email_238,GENERAL,GENERAL,True
email_239,BL_COMPARISON,BL_COMPARISON,True
email_240,SI_REQUEST,SI_REQUEST,True
email_241,GENERAL,GENERAL,True
email_242,BL_COMPARISON,BL_COMPARISON,True
email_243,BL_COMPARISON,BL_COMPARISON,True
email_244,SI_REQUEST,SI_REQUEST,True
email_245,SI_REQUEST,SI_REQUEST,True
email_246,SI_REQUEST,SI_REQUEST,True
email_247,BL_COMPARISON,BL_COMPARISON,True
email_248,SPAM,SPAM,True
email_249,BL_COMPARISON,BL_COMPARISON,True
email_250,BL_COMPARISON,BL_COMPARISON,True
email_251,SI_REQUEST,SI_REQUEST,True
email_252,GENERAL,GENERAL,True
email_253,SPAM,SPAM,True
email_254,SPAM,SPAM,True
email_255,GENERAL,GENERAL,True
email_256,BL_COMPARISON,BL_COMPARISON,True
email_257,SI_REQUEST,SI_REQUEST,True
email_258,GENERAL,GENERAL,True
email_259,BL_COMPARISON,BL_COMPARISON,True
email_260,SI_REQUEST,SI_REQUEST,True
email_261,BL_COMPARISON,BL_COMPARISON,True
email_262,INVOICE_QUERY,INVOICE_QUERY,True
email_263,BL_COMPARISON,BL_COMPARISON,True
email_264,SI_REQUEST,SI_REQUEST,True
email_265,BL_COMPARISON,BL_COMPARISON,True
email_266,GENERAL,GENERAL,True
email_267,SPAM,SPAM,True
email_268,INVOICE_QUERY,INVOICE_QUERY,True
email_269,INVOICE_QUERY,INVOICE_QUERY,True
email_270,BL_COMPARISON,BL_COMPARISON,True
email_271,BL_COMPARISON,BL_COMPARISON,True
email_272,INVOICE_QUERY,INVOICE_QUERY,True
email_273,BL_COMPARISON,BL_COMPARISON,True
email_274,INVOICE_QUERY,INVOICE_QUERY,True
email_275,BL_COMPARISON,BL_COMPARISON,True
email_276,SI_REQUEST,SI_REQUEST,True
email_277,SI_REQUEST,SI_REQUEST,True
email_278,SI_REQUEST,SI_REQUEST,True
email_279,SI_REQUEST,SI_REQUEST,True
email_280,INVOICE_QUERY,INVOICE_QUERY,True
email_281,BL_COMPARISON,BL_COMPARISON,True
email_282,BL_COMPARISON,BL_COMPARISON,True
email_283,SI_REQUEST,SI_REQUEST,True
email_284,INVOICE_QUERY,INVOICE_QUERY,True
email_285,INVOICE_QUERY,INVOICE_QUERY,True
email_286,INVOICE_QUERY,INVOICE_QUERY,True
email_287,INVOICE_QUERY,INVOICE_QUERY,True
email_288,BL_COMPARISON,BL_COMPARISON,True
email_289,SI_REQUEST,SI_REQUEST,True
email_290,SI_REQUEST,SI_REQUEST,True
email_291,BL_COMPARISON,BL_COMPARISON,True
email_292,BL_COMPARISON,BL_COMPARISON,True
email_293,SI_REQUEST,SI_REQUEST,True
email_294,GENERAL,GENERAL,True
email_295,SI_REQUEST,SI_REQUEST,True
email_296,BL_COMPARISON,BL_COMPARISON,True
email_297,GENERAL,GENERAL,True
email_298,INVOICE_QUERY,INVOICE_QUERY,True
email_299,BL_COMPARISON,BL_COMPARISON,True
email_300,BL_COMPARISON,BL_COMPARISON,True
email_301,BL_COMPARISON,BL_COMPARISON,True
email_302,BL_COMPARISON,BL_COMPARISON,True
email_303,INVOICE_QUERY,INVOICE_QUERY,True
email_304,INVOICE_QUERY,INVOICE_QUERY,True
email_305,BL_COMPARISON,BL_COMPARISON,True
email_306,SI_REQUEST,SI_REQUEST,True
email_307,BL_COMPARISON,BL_COMPARISON,True
email_308,SI_REQUEST,SI_REQUEST,True
email_309,BL_COMPARISON,BL_COMPARISON,True
email_310,SI_REQUEST,SI_REQUEST,True
email_311,SI_REQUEST,SI_REQUEST,True
email_312,BL_COMPARISON,BL_COMPARISON,True
email_313,BL_COMPARISON,BL_COMPARISON,True
email_314,INVOICE_QUERY,INVOICE_QUERY,True
email_315,SPAM,SPAM,True
email_316,INVOICE_QUERY,INVOICE_QUERY,True
email_317,SI_REQUEST,SI_REQUEST,True
email_318,BL_COMPARISON,BL_COMPARISON,True
email_319,BL_COMPARISON,BL_COMPARISON,True
email_320,SI_REQUEST,SI_REQUEST,True
email_321,BL_COMPARISON,BL_COMPARISON,True
email_322,SI_REQUEST,SI_REQUEST,True
email_323,GENERAL,GENERAL,True
email_324,BL_COMPARISON,BL_COMPARISON,True
email_325,GENERAL,GENERAL,True
email_326,BL_COMPARISON,BL_COMPARISON,True
email_327,SI_REQUEST,SI_REQUEST,True
email_328,GENERAL,GENERAL,True
email_329,SPAM,SPAM,True
email_330,GENERAL,GENERAL,True
email_331,INVOICE_QUERY,INVOICE_QUERY,True
email_332,GENERAL,GENERAL,True
email_333,GENERAL,GENERAL,True
email_334,BL_COMPARISON,BL_COMPARISON,True
email_335,BL_COMPARISON,BL_COMPARISON,True
email_336,SI_REQUEST,SI_REQUEST,True
email_337,BL_COMPARISON,BL_COMPARISON,True
email_338,SI_REQUEST,SI_REQUEST,True
email_339,SI_REQUEST,SI_REQUEST,True
email_340,GENERAL,GENERAL,True
email_341,BL_COMPARISON,BL_COMPARISON,True
email_342,BL_COMPARISON,BL_COMPARISON,True
email_343,BL_COMPARISON,BL_COMPARISON,True
email_344,SI_REQUEST,SI_REQUEST,True
email_345,SPAM,SPAM,True
email_346,GENERAL,GENERAL,True
email_347,GENERAL,GENERAL,True
email_348,BL_COMPARISON,BL_COMPARISON,True
email_349,BL_COMPARISON,BL_COMPARISON,True
email_350,BL_COMPARISON,BL_COMPARISON,True
email_351,BL_COMPARISON,BL_COMPARISON,True
email_352,SI_REQUEST,SI_REQUEST,True
email_353,SI_REQUEST,SI_REQUEST,True
email_354,BL_COMPARISON,BL_COMPARISON,True
email_355,INVOICE_QUERY,INVOICE_QUERY,True
email_356,GENERAL,GENERAL,True
email_357,SI_REQUEST,SI_REQUEST,True
email_358,SI_REQUEST,SI_REQUEST,True
email_359,SI_REQUEST,SI_REQUEST,True
email_360,SI_REQUEST,SI_REQUEST,True
email_361,BL_COMPARISON,BL_COMPARISON,True
email_362,SI_REQUEST,SI_REQUEST,True
email_363,SPAM,SPAM,True
email_364,BL_COMPARISON,BL_COMPARISON,True
email_365,SPAM,SPAM,True
email_366,GENERAL,GENERAL,True
email_367,BL_COMPARISON,BL_COMPARISON,True
email_368,SI_REQUEST,SI_REQUEST,True
email_369,INVOICE_QUERY,INVOICE_QUERY,True
email_370,SI_REQUEST,SI_REQUEST,True
email_371,SI_REQUEST,SI_REQUEST,True
email_372,INVOICE_QUERY,INVOICE_QUERY,True
email_373,INVOICE_QUERY,INVOICE_QUERY,True
email_374,INVOICE_QUERY,INVOICE_QUERY,True
email_375,INVOICE_QUERY,INVOICE_QUERY,True
email_376,SI_REQUEST,SI_REQUEST,True
email_377,BL_COMPARISON,BL_COMPARISON,True
email_378,BL_COMPARISON,BL_COMPARISON,True
email_379,BL_COMPARISON,BL_COMPARISON,True
email_380,SI_REQUEST,SI_REQUEST,True
email_381,BL_COMPARISON,BL_COMPARISON,True
email_382,SPAM,SPAM,True
email_383,BL_COMPARISON,BL_COMPARISON,True
email_384,BL_COMPARISON,BL_COMPARISON,True
email_385,BL_COMPARISON,BL_COMPARISON,True
email_386,INVOICE_QUERY,INVOICE_QUERY,True
email_387,SPAM,SPAM,True
email_388,SI_REQUEST,SI_REQUEST,True
email_389,INVOICE_QUERY,INVOICE_QUERY,True
email_390,SPAM,SPAM,True
email_391,BL_COMPARISON,BL_COMPARISON,True
email_392,SPAM,SPAM,True
email_393,SI_REQUEST,SI_REQUEST,True
email_394,GENERAL,GENERAL,True
email_395,SPAM,SPAM,True
email_396,GENERAL,GENERAL,True
email_397,SI_REQUEST,SI_REQUEST,True
email_398,BL_COMPARISON,BL_COMPARISON,True
email_399,GENERAL,GENERAL,True
email_400,SI_REQUEST,SI_REQUEST,True
email_401,BL_COMPARISON,BL_COMPARISON,True
email_402,INVOICE_QUERY,INVOICE_QUERY,True
email_403,INVOICE_QUERY,INVOICE_QUERY,True
email_404,SPAM,SPAM,True
email_405,BL_COMPARISON,BL_COMPARISON,True
email_406,INVOICE_QUERY,INVOICE_QUERY,True
email_407,BL_COMPARISON,BL_COMPARISON,True
email_408,BL_COMPARISON,BL_COMPARISON,True
email_409,BL_COMPARISON,BL_COMPARISON,True
email_410,BL_COMPARISON,BL_COMPARISON,True
email_411,BL_COMPARISON,BL_COMPARISON,True
email_412,INVOICE_QUERY,INVOICE_QUERY,True
email_413,SI_REQUEST,SI_REQUEST,True
email_414,GENERAL,GENERAL,True
email_415,GENERAL,GENERAL,True
email_416,BL_COMPARISON,BL_COMPARISON,True
email_417,SPAM,SPAM,True
email_418,GENERAL,GENERAL,True
email_419,BL_COMPARISON,BL_COMPARISON,True
email_420,INVOICE_QUERY,INVOICE_QUERY,True
email_421,BL_COMPARISON,BL_COMPARISON,True
email_422,INVOICE_QUERY,INVOICE_QUERY,True
email_423,BL_COMPARISON,BL_COMPARISON,True
email_424,BL_COMPARISON,BL_COMPARISON,True
email_425,INVOICE_QUERY,INVOICE_QUERY,True
email_426,BL_COMPARISON,BL_COMPARISON,True
email_427,SI_REQUEST,SI_REQUEST,True
email_428,BL_COMPARISON,BL_COMPARISON,True
email_429,SI_REQUEST,SI_REQUEST,True
email_430,SI_REQUEST,SI_REQUEST,True
email_431,GENERAL,GENERAL,True
email_432,BL_COMPARISON,BL_COMPARISON,True
email_433,SI_REQUEST,SI_REQUEST,True
email_434,BL_COMPARISON,BL_COMPARISON,True
email_435,BL_COMPARISON,BL_COMPARISON,True
email_436,BL_COMPARISON,BL_COMPARISON,True
email_437,SI_REQUEST,SI_REQUEST,True
email_438,SI_REQUEST,SI_REQUEST,True
email_439,INVOICE_QUERY,INVOICE_QUERY,True
email_440,BL_COMPARISON,BL_COMPARISON,True
email_441,GENERAL,GENERAL,True
email_442,BL_COMPARISON,BL_COMPARISON,True
email_443,SI_REQUEST,SI_REQUEST,True
email_444,BL_COMPARISON,BL_COMPARISON,True
email_445,GENERAL,GENERAL,True
email_446,BL_COMPARISON,BL_COMPARISON,True
email_447,BL_COMPARISON,BL_COMPARISON,True
email_448,BL_COMPARISON,BL_COMPARISON,True
email_449,SPAM,SPAM,True
email_450,SPAM,SPAM,True
email_451,BL_COMPARISON,BL_COMPARISON,True
email_452,INVOICE_QUERY,INVOICE_QUERY,True
email_453,BL_COMPARISON,BL_COMPARISON,True
email_454,BL_COMPARISON,BL_COMPARISON,True
email_455,SPAM,SPAM,True
email_456,BL_COMPARISON,BL_COMPARISON,True
email_457,SPAM,SPAM,True
email_458,INVOICE_QUERY,INVOICE_QUERY,True
email_459,BL_COMPARISON,BL_COMPARISON,True
email_460,GENERAL,GENERAL,True
email_461,INVOICE_QUERY,INVOICE_QUERY,True
email_462,BL_COMPARISON,BL_COMPARISON,True
email_463,GENERAL,GENERAL,True
email_464,GENERAL,GENERAL,True
email_465,BL_COMPARISON,BL_COMPARISON,True
email_466,SI_REQUEST,SI_REQUEST,True
email_467,SI_REQUEST,SI_REQUEST,True
email_468,BL_COMPARISON,BL_COMPARISON,True
email_469,SI_REQUEST,SI_REQUEST,True
email_470,SPAM,SPAM,True
email_471,INVOICE_QUERY,INVOICE_QUERY,True
email_472,INVOICE_QUERY,INVOICE_QUERY,True
email_473,INVOICE_QUERY,INVOICE_QUERY,True
email_474,BL_COMPARISON,BL_COMPARISON,True
email_475,SI_REQUEST,SI_REQUEST,True
email_476,BL_COMPARISON,BL_COMPARISON,True
email_477,SI_REQUEST,SI_REQUEST,True
email_478,SI_REQUEST,SI_REQUEST,True
email_479,BL_COMPARISON,BL_COMPARISON,True
email_480,BL_COMPARISON,BL_COMPARISON,True
email_481,BL_COMPARISON,BL_COMPARISON,True
email_482,BL_COMPARISON,BL_COMPARISON,True
email_483,BL_COMPARISON,BL_COMPARISON,True
email_484,SI_REQUEST,SI_REQUEST,True
email_485,SI_REQUEST,SI_REQUEST,True
email_486,BL_COMPARISON,BL_COMPARISON,True
email_487,SI_REQUEST,SI_REQUEST,True
email_488,GENERAL,GENERAL,True
email_489,SPAM,SPAM,True
email_490,INVOICE_QUERY,INVOICE_QUERY,True
email_491,BL_COMPARISON,BL_COMPARISON,True
email_492,INVOICE_QUERY,INVOICE_QUERY,True
email_493,BL_COMPARISON,BL_COMPARISON,True
email_494,BL_COMPARISON,BL_COMPARISON,True
email_495,BL_COMPARISON,BL_COMPARISON,True
email_496,BL_COMPARISON,BL_COMPARISON,True
email_497,INVOICE_QUERY,INVOICE_QUERY,True
email_498,BL_COMPARISON,BL_COMPARISON,True
email_499,BL_COMPARISON,BL_COMPARISON,True
email_500,INVOICE_QUERY,INVOICE_QUERY,True
email_501,BL_COMPARISON,BL_COMPARISON,True
email_502,BL_COMPARISON,BL_COMPARISON,True
email_503,BL_COMPARISON,BL_COMPARISON,True
email_504,BL_COMPARISON,BL_COMPARISON,True
email_505,BL_COMPARISON,BL_COMPARISON,True
email_506,BL_COMPARISON,BL_COMPARISON,True
email_507,BL_COMPARISON,BL_COMPARISON,True
email_508,BL_COMPARISON,BL_COMPARISON,True
email_509,BL_COMPARISON,BL_COMPARISON,True
email_510,BL_COMPARISON,BL_COMPARISON,True
email_511,BL_COMPARISON,BL_COMPARISON,True
email_512,BL_COMPARISON,BL_COMPARISON,True
email_513,BL_COMPARISON,BL_COMPARISON,True
email_514,BL_COMPARISON,BL_COMPARISON,True
email_515,BL_COMPARISON,BL_COMPARISON,True
email_516,BL_COMPARISON,BL_COMPARISON,True
email_517,BL_COMPARISON,BL_COMPARISON,True
email_518,BL_COMPARISON,BL_COMPARISON,True
email_519,BL_COMPARISON,BL_COMPARISON,True
email_520,BL_COMPARISON,BL_COMPARISON,True
